,state_name,lat,lng,population,State_clusters
0,California,34.3209,-118.2247,10040682,2
1,Illinois,41.8401,-87.8168,5169517,6
2,Texas,29.8578,-95.3936,4680609,7
3,Arizona,33.349,-112.4915,4412779,10
4,California,33.0343,-116.735,3323970,2
5,California,33.7031,-117.7609,3170345,2
6,Florida,25.6149,-80.5623,2705528,1
7,Texas,32.7666,-96.7778,2622634,7
8,New York,40.6395,-73.9385,2576771,3
9,California,33.7437,-115.9938,2437864,2
10,New York,40.7023,-73.8203,2270976,3
11,Nevada,36.2152,-115.0135,2228866,2
12,Washington,47.4902,-121.8052,2225064,2
13,California,34.8414,-116.1785,2162532,2
14,Texas,32.7719,-97.2911,2077153,7
15,Texas,29.4489,-98.52,1978826,7
16,Florida,26.1523,-80.4871,1942273,1
17,California,37.2318,-121.6951,1924379,2
18,Michigan,42.2819,-83.2822,1753059,6
19,California,37.6469,-121.8888,1661584,2
20,New York,40.7784,-73.9674,1629153,3
21,Massachusetts,42.4856,-71.3918,1605899,3
22,Pennsylvania,40.0077,-75.1339,1581531,3
23,California,38.4493,-121.3443,1537948,2
24,Florida,26.6476,-80.4655,1482057,1
25,New York,40.8686,-72.8448,1481364,3
26,Florida,27.9292,-82.3092,1451358,1
27,New York,40.85,-73.8661,1427056,3
28,Florida,28.5144,-81.3235,1373784,1
29,New York,40.7328,-73.5865,1355683,3
30,Ohio,39.9695,-83.0093,1304715,6
31,Michigan,42.6604,-83.3858,1255340,6
32,Minnesota,45.0045,-93.477,1255296,0
33,Texas,30.3344,-97.782,1250884,7
34,Ohio,41.4243,-81.6586,1241475,6
35,Pennsylvania,40.4688,-79.9812,1218380,3
36,Virginia,38.8368,-77.277,1149439,3
37,California,37.9191,-121.9277,1147788,2
38,Utah,40.6673,-111.9236,1146215,5
39,North Carolina,35.2467,-80.8328,1095170,1
40,North Carolina,35.7903,-78.6503,1091662,3
41,Georgia,33.7903,-84.467,1051550,1
42,Maryland,39.1363,-77.2042,1047661,3
43,Arizona,32.0974,-111.7899,1038476,10
44,Texas,33.188,-96.5724,1006038,7
45,Missouri,38.6407,-90.4434,996179,0
46,California,36.7582,-119.6493,990204,2
47,Hawaii,21.5008,-158.1053,979682,8
48,Florida,27.9199,-82.7256,970985,1
49,New York,41.1624,-73.7561,968738,3
50,Indiana,39.7817,-86.1385,957337,6
51,Wisconsin,43.0072,-87.9669,949180,0
52,Florida,30.3316,-81.6708,948651,1
53,Connecticut,41.2711,-73.3893,944306,3
54,Tennessee,35.1842,-89.894,936611,11
55,New Jersey,40.9597,-74.0742,931275,3
56,Georgia,33.9617,-84.0236,926414,1
57,Illinois,41.852,-88.0856,926005,0
58,New York,42.7639,-78.7323,918873,3
59,Maryland,38.8295,-76.8473,910551,3
60,California,35.3426,-118.7301,892458,2
61,Connecticut,41.8064,-72.7329,892153,3
62,Washington,47.0241,-122.1046,891862,2
63,California,37.7558,-122.4449,874784,2
64,Michigan,42.6957,-82.9323,870893,6
65,Texas,33.2055,-97.1168,861690,7
66,Texas,26.3967,-98.1811,861137,7
67,Connecticut,41.4106,-72.9321,855733,3
68,California,34.4561,-119.0836,845599,2
69,Texas,31.7686,-106.2348,836915,10
70,Maryland,39.4627,-76.6393,828193,3
71,Pennsylvania,40.2108,-75.3673,827180,3
72,Massachusetts,42.3514,-71.9077,826655,3
73,New Jersey,40.4392,-74.4117,825015,3
74,Ohio,39.1955,-84.5428,815790,6
75,Washington,48.0475,-121.6975,811572,2
76,Oregon,45.5468,-122.4148,809869,2
77,Massachusetts,42.3334,-71.0719,801162,3
78,New Jersey,40.7872,-74.2471,798698,3
79,Oklahoma,35.5515,-97.4072,792668,7
80,Texas,29.5275,-95.7709,790892,7
81,Massachusetts,42.6732,-70.952,787038,3
82,Kentucky,38.1872,-85.6591,768419,6
83,California,37.4229,-122.329,765623,2
84,Georgia,33.9415,-84.5767,756653,1
85,Florida,26.5779,-81.8337,756570,1
86,Georgia,33.7715,-84.2264,755287,1
87,California,37.9348,-121.2714,751615,2
88,New York,43.1464,-77.6961,743084,3
89,Colorado,39.762,-104.8758,715878,10
90,Colorado,38.8321,-104.5255,710499,10
91,Florida,27.9489,-81.6977,705735,1
92,Massachusetts,42.1605,-71.2114,703740,3
93,District of Columbia,38.9047,-77.0163,701974,3
94,Missouri,39.0085,-94.3461,700733,0
95,Illinois,42.3233,-88.0037,699682,0
96,Tennessee,36.1695,-86.7847,690540,11
97,Illinois,41.445,-87.9786,689704,6
98,New Mexico,35.0514,-106.6702,679037,10
99,New Jersey,40.7371,-74.0779,671923,3
100,Alabama,33.5543,-86.8964,658615,11
101,Michigan,43.0322,-85.5493,652617,6
102,Oklahoma,36.1211,-95.9415,650291,7
103,Colorado,39.6498,-104.3392,649980,10
104,Rhode Island,41.8721,-71.58,636161,3
105,Pennsylvania,40.337,-75.1069,627668,3
106,Utah,40.1199,-111.6703,621506,5
107,New Jersey,40.2603,-74.2213,620821,3
108,Maryland,39.3051,-76.6144,602274,3
109,New Jersey,39.8855,-74.2813,602018,3
110,Kansas,38.8838,-94.8223,597574,0
111,Oregon,45.5601,-123.0983,595761,2
112,Florida,28.2936,-80.7323,594001,1
113,Texas,30.3002,-95.503,590188,7
114,Colorado,39.5864,-105.2505,578795,10
115,Maryland,39.0065,-76.6051,575421,3
116,Texas,30.6475,-97.6004,570437,7
117,Nebraska,41.2954,-96.1543,565739,9
118,Pennsylvania,39.9167,-75.3991,565328,3
119,Massachusetts,41.7972,-71.1144,563301,3
120,Delaware,39.5768,-75.6527,558306,3
121,New Jersey,40.6601,-74.3087,555208,3
122,Minnesota,45.0171,-93.0996,546598,0
123,California,37.5591,-120.9977,546235,2
124,Florida,29.0583,-81.1819,546107,1
125,Pennsylvania,40.0424,-76.2477,543050,3
126,Wisconsin,43.0673,-89.4181,542459,0
127,Ohio,41.126,-81.5322,540810,6
128,Florida,28.3091,-82.3932,539885,1
129,North Carolina,36.0795,-79.7889,532956,1
130,Ohio,39.7547,-84.2907,531988,6
131,Illinois,41.9388,-88.4286,531756,0
132,Pennsylvania,39.9731,-75.7484,521980,3
133,Massachusetts,41.9512,-70.8114,518597,3
134,South Carolina,34.8941,-82.3706,516126,1
135,Kansas,37.6848,-97.461,515416,7
136,Washington,47.6207,-117.404,513402,2
137,Colorado,39.8737,-104.3379,509844,10
138,New Jersey,39.8035,-74.9597,506721,3
139,New Jersey,41.0343,-74.3008,502763,3
140,California,38.5289,-122.8881,496801,2
141,New Jersey,40.862,-74.5445,492715,3
142,Indiana,41.4167,-87.3821,485983,6
143,Iowa,41.6855,-93.5735,485418,0
144,Washington,45.7791,-122.4826,481950,2
145,New York,40.5808,-74.1524,475596,3
146,Idaho,43.4511,-116.2412,469473,2
147,Virginia,38.7029,-77.4809,466834,3
148,Florida,28.717,-81.2363,466695,1
149,Massachusetts,42.1351,-72.6316,466647,3
150,Tennessee,35.9932,-83.9371,466184,1
151,Nevada,40.6656,-119.6643,464182,2
152,California,36.2202,-118.8005,463955,2
153,New York,43.0058,-76.1946,461591,3
154,Virginia,36.7335,-76.0435,450882,3
155,Pennsylvania,39.92,-76.7265,447628,3
156,Arizona,32.9044,-111.3448,447559,10
157,New Jersey,39.8777,-74.6681,446301,3
158,California,34.6729,-120.0169,444895,2
159,California,38.27,-121.9329,444538,2
160,Louisiana,30.5383,-91.0956,443158,11
161,Louisiana,29.7872,-90.1274,434903,11
162,California,36.2171,-121.2388,432977,2
163,Ohio,41.6197,-83.659,430319,6
164,Florida,27.1845,-82.3315,427766,1
165,Minnesota,44.6719,-93.0654,425271,0
166,Texas,26.1333,-97.5182,422135,7
167,Pennsylvania,40.4163,-75.926,419062,3
168,New Hampshire,42.9153,-71.7161,415305,3
169,Oregon,45.188,-122.2209,415084,2
170,South Carolina,34.0218,-80.9031,414660,1
171,Alabama,30.7872,-88.2058,413977,11
172,South Carolina,32.8346,-79.9531,407543,1
173,Michigan,43.0217,-83.7067,406770,6
174,Virginia,39.0907,-77.6357,405312,3
175,Wisconsin,43.0182,-88.3045,402637,0
176,Missouri,38.782,-90.6749,398472,0
177,Florida,27.4719,-82.3153,393847,1
178,Arkansas,34.77,-92.312,393078,11
179,California,39.0634,-120.7177,391799,2
180,Louisiana,30.0687,-89.9288,391249,11
181,Ohio,39.4386,-84.5756,382129,6
182,New York,41.4021,-74.3056,382077,3
183,Florida,26.1107,-81.3475,379345,1
184,North Carolina,36.1306,-80.2563,378499,1
185,Oregon,43.9387,-122.8479,377749,2
186,Indiana,41.0909,-85.0666,375520,6
187,Ohio,40.8139,-81.3656,371516,6
188,Michigan,42.2532,-83.8388,368385,6
189,New Jersey,40.2834,-74.7018,368085,3
190,Texas,29.1897,-95.4521,368062,7
191,Alabama,34.7631,-86.5502,367686,11
192,Pennsylvania,40.6127,-75.5924,367338,3
193,Tennessee,35.1808,-85.1648,364718,1
194,Florida,28.0626,-81.1495,363666,1
195,Texas,27.7254,-97.6134,362151,7
196,Florida,29.2102,-82.0567,360210,1
197,Florida,28.7615,-81.7113,356115,1
198,Texas,31.0373,-97.4788,355700,7
199,Minnesota,45.2733,-93.2465,353775,0
200,Utah,40.99,-112.1115,350761,5
201,Pennsylvania,40.3109,-79.4668,350722,3
202,Colorado,40.6664,-105.4612,350523,10
203,Virginia,37.3785,-77.587,348500,3
204,Colorado,39.3297,-104.9296,344280,10
205,South Carolina,33.9214,-78.9966,344186,1
206,Oregon,44.9033,-122.5846,343742,2
207,Texas,29.3945,-94.9635,337600,7
208,North Carolina,35.0487,-78.8277,334562,1
209,Indiana,40.0725,-86.052,330455,6
210,New Jersey,40.5635,-74.6163,330151,3
211,Virginia,37.538,-77.4058,330076,3
212,New York,41.1524,-74.0241,325213,3
213,Colorado,40.0925,-105.3577,324682,10
214,Tennessee,35.8427,-86.4167,324139,11
215,Maryland,39.2507,-76.9312,322407,3
216,Kentucky,38.0423,-84.4587,322200,6
217,Florida,27.3772,-80.472,320914,1
218,North Carolina,36.036,-78.8766,317665,3
219,Pennsylvania,41.177,-75.9891,317547,3
220,Florida,30.669,-87.363,316691,11
221,Nebraska,40.7842,-96.6878,315976,9
222,Colorado,40.5548,-104.3925,315389,10
223,South Carolina,34.9309,-81.9908,313791,1
224,Ohio,41.2956,-82.151,309134,6
225,Texas,33.6102,-101.8205,308392,10
226,New Hampshire,42.9876,-71.1254,308211,3
227,Illinois,42.3244,-88.4523,307291,0
228,New York,42.6002,-73.9736,306165,3
229,Missouri,38.6359,-90.2451,304709,0
230,Pennsylvania,40.7542,-75.3076,304233,3
231,South Carolina,33.9023,-81.2722,295033,1
232,Maine,43.8465,-70.399,294520,3
233,New York,41.7651,-73.7429,293524,3
234,Alaska,61.1508,-149.1091,292090,4
235,Florida,30.458,-84.2779,291863,1
236,New Jersey,39.7173,-75.1414,291745,3
237,Missouri,37.258,-93.342,291574,11
238,Michigan,42.5971,-84.3735,290923,6
239,Georgia,32.0043,-81.1329,289649,1
240,Michigan,42.9598,-85.9961,289162,6
241,Georgia,33.5419,-84.3577,287560,1
242,Washington,46.9258,-122.8332,284698,2
243,Illinois,42.3363,-89.1609,283635,0
244,California,35.3871,-120.4044,282517,2
245,Oklahoma,35.2031,-97.3265,282189,7
246,Pennsylvania,40.4154,-76.7795,277071,3
247,Texas,27.7611,-99.3316,274847,7
248,South Carolina,34.9748,-81.1845,273887,1
249,California,37.1919,-120.7177,273661,2
250,Arkansas,36.3387,-94.2561,273510,11
251,California,37.0562,-122.0018,273170,2
252,Pennsylvania,41.9925,-80.0327,272046,3
253,Indiana,41.6167,-86.2899,270881,6
254,Washington,47.613,-122.6716,268945,2
255,Florida,29.6748,-82.3577,268105,1
256,Connecticut,41.4867,-72.1014,266868,3
257,New Jersey,39.4777,-74.661,264650,3
258,Illinois,38.8297,-89.9049,264403,0
259,Michigan,42.2455,-85.5312,264322,6
260,Wisconsin,44.4525,-88.0037,262559,0
261,Illinois,38.4703,-89.9284,261186,0
262,North Carolina,35.6112,-82.5301,259576,1
263,California,38.0735,-122.7235,259441,2
264,Minnesota,45.0388,-92.8838,259072,0
265,Louisiana,30.4102,-89.9583,258447,11
266,Maryland,39.4722,-77.398,255955,3
267,Florida,29.9016,-81.4407,255410,1
268,Utah,41.2698,-111.9134,255284,5
269,Texas,31.5524,-97.2018,254045,7
270,Georgia,34.2439,-84.4762,253780,1
271,Maryland,39.5611,-76.3171,253736,3
272,Texas,29.8841,-94.1629,253136,7
273,Pennsylvania,40.1636,-77.2655,251487,3
274,Washington,46.457,-120.7385,250649,2
275,Missouri,39.3105,-94.4209,246480,0
276,Virginia,36.8945,-76.259,244300,3
277,Louisiana,30.2068,-92.0639,243692,11
278,Louisiana,32.5806,-93.8823,243243,7
279,Virginia,36.6778,-76.3023,242647,3
280,Georgia,34.2255,-84.1251,236605,1
281,Virginia,38.8786,-77.1011,236434,3
282,Arkansas,35.9791,-94.2156,236198,11
283,North Carolina,34.9884,-80.5307,235767,1
284,Mississippi,32.2667,-90.4429,235604,11
285,Ohio,39.4277,-84.1668,232540,6
286,Arizona,34.5998,-112.5537,232396,10
287,Tennessee,35.8938,-86.8987,232380,11
288,North Carolina,34.2328,-77.8847,231448,1
289,Delaware,38.6606,-75.39,230249,3
290,Texas,32.375,-95.2692,230184,7
291,Georgia,33.453,-84.1542,229994,1
292,Ohio,41.6963,-81.2373,229755,6
293,New York,43.1074,-73.8639,229313,3
294,Virginia,37.5295,-77.4756,229233,3
295,New York,43.2417,-75.4358,229074,3
296,Ohio,41.0146,-80.7763,228452,6
297,Alabama,32.2203,-86.2076,226451,1
298,Texas,30.6608,-96.3024,226370,7
299,Iowa,42.079,-91.599,225601,0
300,Missouri,38.2611,-90.5377,224777,0
301,Washington,48.8258,-121.7196,224538,2
302,Idaho,43.6251,-116.7093,223890,2
303,California,39.6669,-121.6007,223344,2
304,Texas,30.0579,-98.0312,222827,7
305,North Carolina,35.2944,-81.1803,222119,1
306,South Carolina,33.1973,-79.9522,222103,1
307,Oregon,42.4322,-122.7285,218781,2
308,California,38.6866,-121.9016,218774,2
309,Alabama,30.7276,-87.7226,218289,11
310,New Mexico,32.3526,-106.8327,217696,10
311,Alabama,33.2643,-86.6607,216350,11
312,Florida,29.9831,-81.8579,215294,1
313,Massachusetts,41.7244,-70.2904,213505,3
314,Arizona,32.7695,-113.9057,211931,10
315,North Carolina,35.3868,-80.5519,211605,1
316,Arizona,35.7041,-113.7579,210998,5
317,Pennsylvania,41.4367,-75.6093,210162,3
318,New York,43.2001,-78.7453,210145,3
319,Illinois,40.1401,-88.1992,210006,6
320,Alabama,33.2896,-87.5251,208854,11
321,Florida,30.6913,-86.5917,207430,1
322,Pennsylvania,40.1894,-80.2483,207081,3
323,Mississippi,30.5122,-89.1161,206169,11
324,Maine,43.4782,-70.7144,206074,3
325,Ohio,39.0476,-84.1517,205616,6
326,Ohio,40.2784,-83.0049,205454,6
327,Indiana,41.5974,-85.8587,205184,6
328,Tennessee,36.4969,-87.3829,204992,11
329,North Carolina,35.5178,-78.3657,203308,3
330,Louisiana,30.2293,-93.358,202858,7
331,Georgia,33.3596,-82.0736,202178,1
332,Georgia,34.3169,-83.8197,201434,1
333,Hawaii,19.5985,-155.5185,201350,8
334,Washington,46.2398,-119.5112,200715,2
335,South Carolina,34.5193,-82.6378,200183,1
336,Minnesota,47.6032,-92.4707,199499,0
337,Ohio,41.3172,-80.7611,199144,6
338,North Carolina,34.7321,-77.4321,198377,3
339,Illinois,39.7582,-89.6589,195963,0
340,Wisconsin,42.7475,-88.0612,195859,0
341,Georgia,32.51,-84.8771,195418,1
342,Indiana,40.3886,-86.8941,193302,6
343,New York,42.1602,-75.8196,192042,3
344,Oregon,43.915,-121.2282,191749,2
345,South Dakota,43.6742,-96.7915,191682,9
346,Michigan,43.335,-84.0532,191166,6
347,Michigan,42.6029,-83.9115,190832,6
348,Florida,28.5535,-82.4245,190700,1
349,California,38.7787,-120.5247,190345,2
350,South Carolina,32.3855,-80.7302,189732,1
351,Pennsylvania,40.912,-79.9133,187798,3
352,Tennessee,36.4694,-86.4604,187680,6
353,Wisconsin,44.4161,-88.4649,186829,0
354,Florida,26.9055,-81.9123,185926,1
355,Nebraska,41.1129,-96.1119,183956,9
356,Mississippi,34.8753,-89.9912,182256,11
357,Indiana,38.0249,-87.5859,181548,6
358,Connecticut,41.7925,-73.2453,181143,3
359,Illinois,40.788,-89.76,181111,0
360,West Virginia,38.3366,-81.5281,181014,6
361,California,33.0395,-115.3653,180580,2
362,Florida,30.2652,-85.6203,180076,1
363,North Carolina,35.5933,-77.3745,179961,3
364,North Dakota,46.933,-97.248,179937,9
365,Missouri,38.9906,-92.3097,179704,0
366,Florida,30.7004,-87.0219,179587,11
367,Virginia,37.1051,-76.5185,179582,3
368,Texas,32.3484,-96.7946,179484,7
369,California,40.7637,-122.0405,179267,2
370,Delaware,39.086,-75.5686,179124,3
371,Ohio,41.1176,-81.8997,179116,6
372,North Carolina,35.807,-80.8734,178853,1
373,New York,41.8881,-74.2586,178371,3
374,Kansas,39.0415,-95.7565,177293,0
375,Ohio,40.0916,-82.4831,175409,6
376,Michigan,43.2912,-86.152,173679,6
377,Iowa,41.6371,-90.6233,172938,0
378,Illinois,40.4909,-88.8473,172164,0
379,Utah,37.2804,-113.5048,172127,5
380,Texas,32.379,-97.3665,171359,7
381,Texas,31.8691,-102.0316,171238,7
382,Wisconsin,44.0689,-88.6447,170924,0
383,South Carolina,33.5443,-81.6347,169947,1
384,Indiana,41.4603,-87.0671,169482,6
385,Wisconsin,42.5769,-88.0424,168998,0
386,Pennsylvania,41.0581,-75.3395,168824,3
387,Maryland,39.5629,-77.0225,168233,3
388,Ohio,39.6915,-83.8899,167867,6
389,Colorado,38.1735,-104.5127,167412,10
390,North Carolina,35.7933,-80.2128,166837,1
391,Indiana,39.7695,-86.51,166806,6
392,Hawaii,20.8596,-156.5649,166657,8
393,Kentucky,38.9334,-84.5333,166552,6
394,North Carolina,36.0437,-79.3994,166144,1
395,Kansas,39.1146,-94.7646,165447,0
396,Pennsylvania,40.6823,-80.3493,164781,3
397,Georgia,33.9206,-84.8673,164440,1
398,Rhode Island,41.6721,-71.5931,164122,3
399,Alabama,32.6011,-85.3555,163461,1
400,Vermont,44.4608,-73.0808,163414,3
401,Texas,29.583,-97.9486,163030,7
402,Connecticut,41.4632,-72.5351,162742,3
403,Wisconsin,42.6712,-89.0716,162532,0
404,Ohio,41.1677,-81.1974,162476,6
405,Pennsylvania,40.9193,-77.82,162264,3
406,Texas,31.8692,-102.5427,162067,10
407,Idaho,47.6744,-116.7018,161676,2
408,Maryland,38.5073,-76.9922,161448,3
409,Massachusetts,42.3402,-72.6638,161361,3
410,South Carolina,33.0793,-80.4067,161309,1
411,Florida,27.0775,-80.4315,160420,1
412,Montana,45.9373,-108.2744,160390,5
413,Minnesota,45.5521,-94.613,159788,0
414,Michigan,42.9341,-82.6806,159285,6
415,New York,42.7111,-73.5097,159013,3
416,North Carolina,35.662,-81.2151,158507,1
417,Virginia,38.8185,-77.0861,158309,3
418,Michigan,42.2485,-84.4234,158174,6
419,Tennessee,36.5129,-82.3042,157707,1
420,Florida,27.6943,-80.6062,156964,1
421,Minnesota,44.0038,-92.4018,156446,0
422,Ohio,39.7516,-82.6306,156204,6
423,Indiana,39.49,-86.1016,156148,6
424,California,37.2181,-119.7626,155925,2
425,Georgia,32.459,-83.6662,155317,1
426,New York,42.8181,-74.0586,155086,3
427,Pennsylvania,39.9274,-77.7213,154954,3
428,Louisiana,32.4784,-92.1549,154679,11
429,Georgia,33.5441,-82.2641,154257,1
430,Mississippi,32.2641,-89.9458,154119,11
431,Michigan,41.9547,-86.4123,153797,6
432,Georgia,32.8065,-83.6974,153026,1
433,Colorado,39.0183,-108.4665,152962,10
434,Maine,45.4006,-68.6495,151696,3
435,California,36.0753,-119.8155,151090,2
436,Connecticut,41.855,-72.3365,150947,3
437,New Hampshire,43.2975,-71.6802,150902,3
438,Iowa,41.6715,-91.5881,150819,0
439,Maryland,39.6036,-77.814,150575,3
440,New Mexico,35.5069,-105.9763,150319,10
441,Virginia,38.4207,-77.458,150185,3
442,New Jersey,39.3738,-75.1107,150085,3
443,Michigan,41.9291,-83.5394,150000,6
444,Texas,29.8082,-98.2783,148921,7
445,Florida,28.8489,-82.4794,147938,1
446,Indiana,39.1609,-86.5231,147318,6
447,Minnesota,44.6485,-93.5359,147201,0
448,North Carolina,36.0611,-79.1207,146354,1
449,Georgia,33.3534,-84.7634,145839,1
450,Georgia,33.7018,-84.768,145063,1
451,New Mexico,35.6886,-106.8659,144954,10
452,Oklahoma,35.5424,-97.9824,144610,7
453,North Carolina,35.7103,-79.806,143460,1
454,Mississippi,30.5423,-88.6357,142872,11
455,Illinois,41.4673,-90.5674,142801,0
456,Arizona,35.8387,-111.7705,142254,10
457,Pennsylvania,40.7058,-76.2159,141935,3
458,New Jersey,41.1393,-74.6908,140996,3
459,North Carolina,35.6394,-80.5248,140978,1
460,Tennessee,36.1549,-86.2977,140604,6
461,Louisiana,30.4401,-90.7279,140524,11
462,Pennsylvania,40.3672,-76.4577,140410,3
463,California,38.5065,-122.3305,138572,2
464,Texas,32.7776,-97.8051,138447,7
465,South Carolina,34.0245,-79.703,138237,1
466,Texas,32.3015,-99.8902,137521,7
467,North Carolina,34.071,-78.2377,137303,1
468,Minnesota,45.1739,-93.9631,136387,0
469,California,40.6993,-123.8756,136101,2
470,Texas,34.9659,-101.8969,136005,10
471,Wisconsin,43.3685,-88.2307,135529,0
472,Wisconsin,44.8983,-89.7591,135485,0
473,Virginia,37.0551,-76.363,135169,3
474,Virginia,38.1849,-77.6561,134683,3
475,Ohio,39.9168,-83.7839,134409,6
476,North Carolina,35.3688,-78.8693,134328,1
477,Michigan,42.2465,-85.0056,133943,6
478,Louisiana,30.6266,-90.4057,133753,11
479,Texas,33.6268,-96.6777,133527,7
480,Illinois,40.5075,-89.5134,132524,0
481,Kentucky,38.9699,-84.7278,132368,6
482,Texas,33.988,-98.7036,132154,7
483,Iowa,42.4701,-92.3088,131813,0
484,North Carolina,34.6402,-79.1039,131656,1
485,Tennessee,35.6872,-83.9255,131641,1
486,Pennsylvania,40.4953,-78.7135,131611,3
487,Kentucky,36.9936,-86.4238,130836,6
488,Ohio,41.3617,-83.623,130662,6
489,Louisiana,31.1986,-92.5332,130376,11
490,Pennsylvania,39.9201,-79.6474,130329,3
491,New Hampshire,43.297,-71.0289,130161,3
492,Florida,28.7048,-82.081,129938,1
493,Texas,32.5993,-96.2878,129792,7
494,Indiana,40.1617,-85.7194,129486,6
495,Tennessee,36.2933,-82.4974,128874,1
496,Arkansas,35.1988,-94.2743,127670,7
497,New York,42.2281,-79.3663,127584,3
498,Illinois,41.5906,-88.4288,127583,0
499,Washington,48.4793,-121.7305,127442,2
500,Oregon,44.4887,-122.5344,127216,2
501,Louisiana,32.6784,-93.6049,126952,11
502,Georgia,33.9512,-83.3673,126952,1
503,Arizona,31.8795,-109.7512,126442,10
504,Utah,41.7224,-111.7436,126336,5
505,Rhode Island,41.4697,-71.6225,126139,3
506,Massachusetts,42.3707,-73.2064,125927,3
507,New Mexico,36.5085,-108.3206,125608,10
508,South Carolina,34.8873,-82.7253,125381,1
509,New Jersey,40.5673,-74.9122,125063,3
510,Louisiana,30.2036,-90.9113,125061,11
511,Arkansas,35.147,-92.332,124800,11
512,North Carolina,35.364,-78.004,123785,3
513,Texas,32.4805,-94.817,123633,7
514,Pennsylvania,40.4811,-78.3484,122495,3
515,Maine,44.4091,-69.7673,122158,3
516,Oklahoma,34.6621,-98.4717,121374,7
517,Kansas,38.8847,-95.2926,121304,0
518,Ohio,40.7747,-82.5365,121043,6
519,Arkansas,34.6467,-92.6766,120990,11
520,Missouri,37.2035,-94.3406,120528,11
521,Alabama,34.4535,-86.8529,119352,11
522,Montana,47.0365,-113.9237,119062,5
523,Georgia,33.5828,-85.0798,118692,1
524,Texas,31.4044,-100.4622,118645,7
525,Texas,35.4013,-101.8941,118323,10
526,Wisconsin,43.9066,-91.1152,118168,0
527,New York,43.4269,-76.1413,117630,3
528,West Virginia,39.4641,-78.0275,117615,3
529,Indiana,38.4772,-85.7073,117410,6
530,Michigan,42.5913,-85.8884,117104,6
531,Idaho,43.3877,-111.6148,116970,5
532,Connecticut,41.83,-71.9874,116657,3
533,Georgia,30.8338,-83.2677,116436,1
534,North Carolina,35.3363,-82.48,116298,1
535,Ohio,40.8289,-81.888,116063,6
536,Wisconsin,43.7212,-87.9454,115152,0
537,Indiana,40.2275,-85.3969,114461,6
538,Alabama,33.7714,-85.826,114324,1
539,Pennsylvania,41.3434,-77.0645,114014,3
540,Georgia,33.4139,-84.4943,113544,1
541,Maryland,38.3024,-76.6059,113182,3
542,Florida,29.4614,-81.3136,112854,1
543,South Dakota,44.0037,-102.8238,112504,9
544,New York,44.0495,-75.9208,111454,3
545,Montana,45.5404,-111.1704,111401,5
546,Louisiana,29.4148,-90.8663,111297,11
547,Pennsylvania,41.3022,-80.2577,110519,3
548,Arizona,35.3996,-110.3214,110271,10
549,Indiana,41.546,-86.74,110026,6
550,Oregon,43.2797,-123.1665,110015,2
551,Illinois,41.1377,-87.8618,109924,6
552,Georgia,33.555,-83.8502,109835,1
553,New York,42.8528,-77.2998,109774,3
554,Michigan,42.5961,-84.8383,109730,6
555,Kentucky,37.6979,-85.9634,109627,6
556,Arkansas,35.8308,-90.6328,109081,11
557,Illinois,41.344,-88.8859,108998,0
558,Virginia,38.0229,-78.5567,108819,3
559,Washington,46.1932,-122.681,108399,2
560,New York,44.4964,-75.069,108352,3
561,Maine,44.1658,-70.2065,107958,3
562,Alaska,62.3155,-149.5728,107360,4
563,Indiana,39.4306,-87.39,107305,6
564,Tennessee,35.1541,-84.8596,106924,1
565,South Carolina,33.9162,-80.3823,106675,1
566,Virginia,37.7601,-77.491,106538,3
567,Georgia,34.2377,-84.8403,106456,1
568,West Virginia,39.6303,-80.0466,106196,3
569,Oregon,45.2327,-123.3081,106087,2
570,Ohio,40.0535,-84.2289,106074,6
571,New Jersey,40.8572,-74.9973,105730,3
572,Mississippi,32.6347,-90.0337,105482,11
573,Alabama,31.1532,-85.3025,105319,1
574,Illinois,39.86,-88.9615,104688,0
575,Missouri,38.647,-94.3549,104687,0
576,Illinois,41.8935,-88.7703,104588,0
577,Florida,27.3434,-81.341,104574,1
578,Wisconsin,44.7268,-91.286,104132,0
579,Georgia,34.8056,-84.9672,104122,1
580,Missouri,38.4111,-91.075,103629,0
581,Minnesota,44.8207,-93.8026,103561,0
582,Michigan,43.7074,-83.9921,103506,6
583,Wisconsin,42.6685,-88.5419,103391,0
584,Maryland,38.3733,-75.6208,103222,3
585,Maryland,39.5712,-75.9407,102889,3
586,Missouri,39.3803,-94.7738,102848,0
587,Ohio,40.7715,-84.1058,102808,6
588,Alabama,34.0453,-86.0348,102721,1
589,Iowa,42.3897,-96.0448,102687,9
590,Wisconsin,43.7536,-88.4882,102654,0
591,Pennsylvania,39.8715,-77.2179,102627,3
592,Ohio,40.7684,-80.7772,102514,6
593,North Carolina,35.1249,-77.0939,102290,3
594,New York,42.452,-76.4736,102237,3
595,Montana,48.2951,-114.0497,102001,5
596,Texas,32.8978,-96.4079,101175,7
597,Kentucky,37.7318,-87.0873,101001,6
598,California,39.3013,-120.7688,99417,2
599,Wyoming,41.3071,-104.6896,99272,10
600,North Carolina,35.3106,-79.4814,99263,1
601,Virginia,37.2785,-79.9581,99122,3
602,Arkansas,34.5767,-93.1504,99043,11
603,New York,41.4267,-73.7495,98714,3
604,Virginia,37.1743,-80.3872,98495,1
605,Alaska,64.8078,-146.5654,98455,4
606,Michigan,41.8951,-84.0664,98310,6
607,Tennessee,35.7846,-83.5242,98007,1
