,state_name,lat,lng,population,State_clusters
2575,Mississippi,33.3473,-89.2484,8206,11
2576,Tennessee,36.286,-87.717,8201,11
2577,Mississippi,33.1287,-90.5266,8198,11
2578,Georgia,32.6672,-83.4271,8195,1
2579,Illinois,38.0815,-88.5391,8151,11
2580,Arkansas,34.8298,-91.5528,8138,11
2581,Colorado,37.2007,-106.1916,8130,10
2582,Georgia,32.5555,-84.2505,8126,1
2583,Colorado,38.0037,-108.4057,8110,10
2584,Arkansas,33.8984,-92.1851,8063,11
2585,Nebraska,41.1988,-101.6614,8048,9
2586,Michigan,46.1966,-86.1995,8031,6
2587,Kansas,39.3497,-97.1652,8030,9
2588,Tennessee,35.6426,-87.8589,8020,11
2589,Virginia,36.6831,-76.9386,8015,3
2590,North Dakota,47.4542,-97.1616,7999,9
2591,Nebraska,41.2261,-97.1318,7997,9
2592,West Virginia,38.9241,-80.8571,7970,6
2593,Texas,31.1989,-99.3475,7970,7
2594,Wyoming,43.905,-107.6829,7933,5
2595,Georgia,33.7936,-82.4512,7929,1
2596,Idaho,44.9433,-113.9332,7929,5
2597,Georgia,31.7164,-83.6241,7920,1
2598,Kentucky,37.0585,-88.9994,7914,11
2599,Nebraska,40.125,-95.7176,7913,0
2600,Iowa,40.7377,-93.7863,7908,0
2601,Arkansas,35.9109,-92.6995,7898,11
2602,Georgia,32.117,-82.7246,7897,1
2603,Oregon,42.7935,-120.3874,7896,2
2604,Kansas,38.2142,-95.2933,7877,0
2605,Colorado,39.2025,-106.3448,7845,10
2606,Nebraska,41.169,-98.038,7826,9
2607,Texas,31.85,-103.0482,7822,10
2608,Iowa,41.0298,-92.869,7761,0
2609,Arkansas,35.92,-93.2178,7753,11
2610,Kansas,39.3509,-101.0555,7748,10
2611,Mississippi,31.4772,-90.8979,7716,11
2612,Alaska,67.053,-159.721,7709,4
2613,Utah,37.2851,-111.8877,7658,5
2614,Oklahoma,36.3116,-98.536,7654,7
2615,Washington,48.4703,-118.5166,7643,2
2616,Tennessee,36.5511,-85.5439,7640,6
2617,Idaho,42.6937,-112.8407,7635,5
2618,Idaho,43.9891,-115.7303,7625,5
2619,Kansas,39.7881,-95.1468,7616,0
2620,Texas,28.6571,-97.4265,7578,7
2621,Missouri,37.432,-93.8503,7571,0
2622,Texas,34.5299,-102.2617,7561,10
2623,Texas,28.3451,-99.0997,7551,7
2624,Wyoming,44.5886,-104.5699,7502,9
2625,Kentucky,38.1179,-83.0976,7461,6
2626,West Virginia,39.3709,-81.1606,7457,6
2627,Missouri,39.5151,-92.9626,7449,0
2628,Montana,48.3653,-106.6674,7424,5
2629,Iowa,43.3774,-93.2608,7422,0
2630,Texas,34.5304,-101.735,7403,10
2631,Virginia,38.6848,-78.1592,7360,3
2632,Oklahoma,34.3728,-98.9242,7347,7
2633,Kansas,37.5623,-101.308,7324,10
2634,Oregon,43.0641,-118.9679,7310,2
2635,South Dakota,43.3349,-97.7544,7308,9
2636,Tennessee,36.3352,-89.4935,7273,11
2637,Texas,36.2779,-102.6023,7272,10
2638,Wisconsin,44.5829,-92.0015,7261,0
2639,Colorado,39.3055,-102.6029,7246,10
2640,Texas,34.5292,-100.2076,7219,7
2641,Nebraska,42.1582,-96.544,7218,9
2642,Virginia,37.7825,-79.4441,7205,3
2643,Pennsylvania,41.513,-79.2361,7190,3
2644,Kentucky,38.3356,-84.0153,7189,6
2645,Kentucky,37.7393,-83.4932,7188,6
2646,West Virginia,38.8445,-81.1176,7185,6
2647,Oregon,44.4915,-119.0073,7174,2
2648,Kansas,37.5589,-98.1363,7173,7
2649,Indiana,39.6256,-84.9251,7140,6
2650,Nebraska,42.2644,-97.6013,7132,9
2651,Mississippi,31.7342,-91.0373,7129,11
2652,South Dakota,45.1719,-96.7677,7125,9
2653,Arkansas,33.9699,-92.6544,7114,11
2654,Iowa,40.7532,-91.95,7104,0
2655,Nebraska,40.1757,-97.1427,7102,9
2656,Texas,27.0316,-98.2187,7100,7
2657,Kentucky,37.5948,-83.7162,7088,6
2658,Vermont,44.7968,-73.2949,7075,3
2659,Oregon,45.5799,-117.1811,7065,2
2660,Iowa,41.3307,-94.4709,7048,0
2661,Mississippi,34.2514,-90.2891,7038,11
2662,Idaho,42.7705,-111.5623,7028,5
2663,Texas,28.3253,-97.1656,7015,7
2664,Virginia,37.7186,-76.8953,7011,3
2665,Nebraska,40.3877,-95.8498,6978,0
2666,West Virginia,38.6807,-79.3509,6968,3
2667,Virginia,37.3567,-77.0622,6965,3
2668,Louisiana,29.8754,-93.1937,6963,7
2669,Louisiana,32.7325,-91.235,6947,11
2670,West Virginia,39.1136,-79.565,6943,3
2671,Wyoming,43.8405,-104.5678,6942,9
2672,Texas,34.0685,-102.8299,6916,10
2673,South Dakota,42.9885,-97.8846,6914,9
2674,Alaska,63.8762,-143.213,6911,4
2675,Illinois,40.158,-90.6151,6897,0
2676,Kansas,38.9148,-98.7624,6896,9
2677,Iowa,40.7456,-95.6047,6895,0
2678,Georgia,31.7626,-84.7542,6888,1
2679,Arkansas,34.6778,-91.2039,6879,11
2680,Kansas,38.9533,-96.205,6877,0
2681,Iowa,42.3869,-95.5135,6862,0
2682,North Dakota,48.0694,-99.366,6860,9
2683,North Dakota,48.7675,-97.5518,6850,9
2684,Montana,46.8564,-112.9361,6843,5
2685,Texas,29.9998,-104.2405,6808,10
2686,Georgia,32.4039,-82.5673,6787,1
2687,Missouri,40.4103,-91.7384,6783,0
2688,Colorado,37.6847,-104.9606,6769,10
2689,Illinois,40.8181,-90.9251,6737,0
2690,Colorado,38.0806,-106.2815,6730,10
2691,Arkansas,33.2416,-93.607,6728,11
2692,Iowa,42.7342,-94.6787,6725,0
2693,South Dakota,43.2394,-103.5275,6721,9
2694,Montana,48.4327,-108.9586,6698,5
2695,Kentucky,36.7866,-85.3885,6660,6
2696,Georgia,30.9149,-82.7062,6648,1
2697,Minnesota,44.9955,-96.1735,6645,9
2698,Illinois,39.9618,-90.7504,6599,0
2699,Utah,38.357,-113.2358,6594,5
2700,Nevada,40.4403,-118.4045,6591,2
2701,Nebraska,40.5067,-98.948,6588,9
2702,Missouri,40.2121,-94.4099,6576,0
2703,Tennessee,36.5236,-83.2219,6568,1
2704,Kansas,38.1813,-99.2367,6539,9
2705,South Dakota,44.022,-96.6709,6508,9
2706,Nebraska,41.8515,-96.3286,6503,9
2707,Alaska,60.7228,-145.7754,6495,4
2708,Arkansas,35.1863,-91.2431,6477,11
2709,Virginia,37.7319,-79.3568,6477,3
2710,Minnesota,47.3265,-96.4553,6466,9
2711,Kentucky,37.9414,-83.5989,6463,6
2712,Virginia,37.1098,-76.9002,6459,3
2713,Georgia,32.0785,-84.8352,6446,1
2714,South Dakota,44.938,-98.3462,6438,9
2715,Illinois,38.4165,-88.0533,6431,6
2716,Nebraska,41.22,-98.5171,6428,9
2717,Iowa,40.7395,-93.3274,6426,0
2718,North Dakota,48.7922,-100.8333,6418,9
2719,Virginia,36.666,-80.9176,6402,1
2720,Tennessee,35.2846,-86.3587,6396,11
2721,Colorado,39.9798,-108.2171,6369,5
2722,Alaska,55.7997,-133.0192,6338,4
2723,Virginia,37.134,-81.1302,6334,1
2724,Nebraska,42.1769,-98.0667,6315,9
2725,Georgia,31.5292,-84.6245,6301,1
2726,Michigan,46.4707,-85.5444,6286,6
2727,Missouri,37.3623,-90.9691,6274,11
2728,Minnesota,46.357,-96.4683,6264,9
2729,Georgia,32.6995,-84.533,6245,1
2730,Nebraska,40.5244,-98.0513,6193,9
2731,Vermont,44.7275,-71.7359,6179,3
2732,Kansas,38.6966,-98.2048,6176,9
2733,Missouri,40.2106,-93.1115,6163,0
2734,Iowa,40.7374,-94.6964,6160,0
2735,Montana,47.8372,-112.2406,6127,5
2736,Colorado,39.8575,-105.5226,6108,10
2737,South Dakota,44.6738,-97.1883,6104,9
2738,Missouri,36.9412,-90.9623,6085,11
2739,Oklahoma,34.111,-97.8358,6084,7
2740,Montana,46.3324,-111.4955,6080,5
2741,Kentucky,36.554,-89.1874,6064,11
2742,Idaho,42.2848,-111.3297,6054,5
2743,Kansas,39.3933,-98.2094,6053,9
2744,Pennsylvania,41.4462,-76.5122,6038,3
2745,Texas,33.1799,-101.2984,6028,7
2746,Kansas,37.7382,-100.4379,6020,10
2747,Iowa,43.3786,-95.6237,6016,9
2748,Illinois,37.1915,-89.3375,6011,11
2749,Kansas,37.8778,-96.2326,6010,7
2750,Texas,31.1552,-98.8176,6004,7
2751,Missouri,39.7978,-92.0766,5975,0
2752,Minnesota,45.934,-96.0122,5962,9
2753,Texas,35.4035,-101.3543,5957,10
2754,Nebraska,41.9169,-97.1939,5946,9
2755,Montana,48.2279,-112.2267,5911,5
2756,Kansas,39.3514,-101.72,5904,10
2757,Indiana,38.9501,-84.9652,5890,6
2758,Texas,33.1768,-101.8161,5886,7
2759,South Dakota,45.1566,-100.8718,5841,9
2760,North Dakota,48.2346,-100.6363,5825,9
2761,Tennessee,35.696,-85.4526,5813,1
2762,Michigan,46.6644,-89.3148,5802,0
2763,Nebraska,42.545,-101.1186,5801,9
2764,Oklahoma,36.731,-98.324,5791,7
2765,Oklahoma,34.9357,-99.5608,5790,7
2766,Oklahoma,34.2902,-98.3722,5783,7
2767,Texas,34.0725,-101.3032,5782,7
2768,Kansas,39.1325,-97.6502,5776,9
2769,West Virginia,39.0225,-81.3786,5764,6
2770,Texas,33.6146,-101.3,5753,7
2771,Colorado,38.3266,-103.7845,5733,10
2772,Montana,47.8806,-110.4352,5731,5
2773,Georgia,31.164,-84.7308,5725,1
2774,Illinois,41.2045,-89.2858,5720,0
2775,Texas,33.1782,-99.7303,5711,7
2776,Alaska,52.798,-106.6061,5708,5
2777,Nebraska,42.4931,-96.8677,5682,9
2778,Wisconsin,46.2623,-90.242,5679,0
2779,Colorado,37.9551,-103.0716,5677,10
2780,Texas,32.306,-101.9512,5676,7
2781,Virginia,37.7786,-79.9867,5653,3
2782,Minnesota,44.4126,-96.2671,5641,9
2783,Colorado,38.988,-103.514,5608,10
2784,Texas,35.84,-102.6029,5588,10
2785,Oklahoma,34.5882,-96.2978,5577,7
2786,Nevada,39.9338,-117.0379,5565,2
2787,Kansas,38.6874,-96.6499,5551,9
2788,South Dakota,43.6743,-97.3685,5543,9
2789,Nebraska,40.5247,-97.5965,5542,9
2790,Iowa,41.6846,-94.9058,5528,0
2791,Minnesota,47.3253,-95.8091,5508,9
2792,Kansas,37.1916,-98.0754,5506,7
2793,Kansas,37.1923,-101.3121,5498,10
2794,Kansas,39.7842,-97.0875,5474,9
2795,South Dakota,45.3671,-97.6074,5452,9
2796,South Dakota,43.3459,-99.884,5448,9
2797,Texas,36.2774,-101.3546,5431,10
2798,South Dakota,45.43,-100.0315,5431,9
2799,Kansas,39.7844,-99.9035,5416,9
2800,Illinois,37.2232,-89.1266,5414,11
2801,Virginia,36.6953,-77.5356,5408,3
2802,Minnesota,47.9026,-90.5351,5402,0
2803,Illinois,41.0934,-89.7974,5393,0
2804,Idaho,43.0024,-114.1383,5342,5
2805,Oklahoma,36.7497,-100.4768,5326,10
2806,Alaska,65.5087,-151.3896,5305,4
2807,Kansas,39.7846,-99.347,5297,9
2808,Texas,33.3863,-95.6723,5277,7
2809,Georgia,33.4089,-82.6767,5259,1
2810,North Dakota,46.4562,-97.6574,5258,9
2811,South Dakota,43.7181,-99.0809,5233,9
2812,Nebraska,41.7068,-98.0673,5228,9
2813,Georgia,32.2616,-84.3147,5215,1
2814,Nebraska,42.5048,-102.4089,5215,9
2815,Nebraska,41.1869,-97.5684,5208,9
2816,Texas,35.4013,-100.2698,5187,7
2817,Texas,27.0434,-98.6973,5187,7
2818,Missouri,40.4308,-95.4281,5180,0
2819,Nevada,37.6433,-114.8776,5177,5
2820,Arkansas,33.5581,-92.503,5160,11
2821,Nebraska,40.3926,-96.2651,5118,9
2822,Virginia,37.4817,-80.2114,5103,3
2823,North Carolina,35.5305,-76.2509,5089,3
2824,Tennessee,36.5584,-85.0749,5068,6
2825,Utah,37.8549,-111.4431,5000,5
2826,Nebraska,40.1762,-97.5949,5000,9
2827,Kansas,39.3502,-99.325,4985,9
2828,Illinois,37.7628,-88.2305,4983,11
2829,Illinois,39.6441,-90.4747,4982,0
2830,Minnesota,45.4261,-96.4109,4974,9
2831,Colorado,38.1087,-105.3675,4941,10
2832,South Dakota,44.3696,-97.4915,4936,9
2833,Alaska,59.7991,-158.2351,4934,4
2834,Missouri,40.4526,-92.147,4923,0
2835,Iowa,40.7352,-94.244,4922,0
2836,Kansas,38.4822,-100.9069,4893,10
2837,Colorado,38.1555,-107.7693,4890,10
2838,Oklahoma,35.9876,-99.008,4885,7
2839,South Dakota,45.7586,-97.5986,4881,9
2840,Texas,31.4952,-98.5955,4877,7
2841,Colorado,39.971,-103.2013,4869,10
2842,North Dakota,46.1102,-98.5047,4857,9
2843,Montana,48.6554,-111.6957,4812,5
2844,Illinois,39.1693,-90.6676,4782,0
2845,Missouri,40.4789,-93.0162,4746,0
2846,Texas,31.4285,-102.5156,4739,7
2847,Kentucky,36.8532,-88.971,4738,11
2848,Nebraska,40.1764,-99.9123,4712,9
2849,Nebraska,41.716,-103.0105,4711,9
2850,Texas,31.4562,-105.3865,4687,10
2851,Montana,46.4966,-108.3981,4682,5
2852,Kansas,39.8278,-97.6506,4607,9
2853,Wisconsin,45.0044,-88.71,4566,0
2854,Missouri,40.4703,-92.5209,4550,0
2855,Wyoming,43.7189,-108.4421,4550,5
2856,Pennsylvania,41.4368,-78.2039,4512,3
2857,New Mexico,36.0106,-104.9451,4500,10
2858,Kansas,37.2289,-98.6848,4493,7
2859,Nevada,38.5386,-118.435,4487,2
2860,Kentucky,36.6782,-88.9761,4461,11
2861,New York,43.6611,-74.4974,4454,3
2862,Louisiana,32.0018,-91.3401,4435,11
2863,Idaho,42.195,-112.5394,4429,5
2864,Mississippi,32.8798,-90.8132,4427,11
2865,Kentucky,37.4192,-83.6831,4416,6
2866,Texas,30.4868,-99.7487,4375,7
2867,Missouri,40.0944,-95.2155,4374,0
2868,Oklahoma,36.7961,-97.7861,4369,7
2869,North Dakota,47.3568,-102.6182,4362,9
2870,Colorado,40.5939,-102.3576,4343,9
2871,North Dakota,46.1127,-101.0404,4339,9
2872,New Mexico,34.8633,-104.7906,4336,10
2873,Montana,47.1472,-114.9983,4330,5
2874,Washington,46.2918,-123.4244,4318,2
2875,Wisconsin,45.8485,-88.3981,4312,0
2876,South Dakota,44.7601,-96.668,4309,9
2877,Minnesota,48.7766,-96.7829,4272,9
2878,Virginia,38.0587,-79.7411,4248,3
2879,Texas,30.7177,-99.2262,4248,7
2880,New Mexico,31.914,-108.7148,4234,10
2881,North Dakota,46.4569,-98.5355,4225,9
2882,Nebraska,40.1764,-98.0472,4204,9
2883,Idaho,44.8895,-116.4538,4200,2
2884,Idaho,44.2411,-114.2817,4193,5
2885,South Dakota,43.1924,-99.1856,4193,9
2886,Illinois,37.4127,-88.5615,4177,11
2887,Kansas,38.031,-98.7174,4125,7
2888,Kansas,37.2382,-100.3662,4120,10
2889,South Dakota,45.7086,-101.1969,4106,9
2890,New Mexico,36.4817,-103.471,4106,10
2891,Nebraska,41.5673,-98.9819,4100,9
2892,Nevada,39.447,-119.5294,4086,2
2893,North Dakota,48.2496,-99.9718,4061,9
2894,Montana,48.2592,-107.9132,4032,5
2895,Washington,46.2975,-117.9078,4024,2
2896,Minnesota,47.8717,-96.0953,4005,9
2897,Kansas,37.5622,-100.8712,3990,10
2898,North Carolina,35.8172,-76.209,3978,3
2899,Virginia,36.9314,-82.6262,3969,6
2900,Texas,34.2903,-99.7457,3958,7
2901,Missouri,40.1282,-92.1481,3948,0
2902,Georgia,30.7101,-82.894,3944,1
2903,Oklahoma,36.2184,-99.7547,3936,7
2904,Texas,35.8375,-100.2705,3901,7
2905,North Dakota,46.1078,-97.6306,3899,9
2906,Illinois,37.5182,-88.2668,3890,11
2907,North Dakota,47.5875,-99.6609,3889,9
2908,South Dakota,45.4188,-99.2153,3876,9
2909,Kansas,38.0002,-101.3199,3863,10
2910,Idaho,46.237,-116.4263,3850,2
2911,South Dakota,43.8958,-99.8474,3831,9
2912,Texas,32.7428,-100.4022,3827,7
2913,Colorado,37.2781,-105.4283,3810,10
2914,Texas,30.4984,-100.5382,3793,7
2915,North Dakota,48.7723,-98.4648,3769,9
2916,Texas,31.3662,-101.5231,3766,7
2917,Minnesota,48.7712,-94.9046,3747,9
2918,Oklahoma,36.7888,-99.6673,3730,7
2919,South Dakota,44.8583,-97.7295,3715,9
2920,Nebraska,40.5242,-101.698,3707,9
2921,Texas,33.6061,-99.7414,3679,7
2922,Montana,45.8139,-109.941,3676,5
2923,Texas,29.3502,-100.418,3674,7
2924,Texas,31.3687,-102.0431,3651,7
2925,Oklahoma,35.6883,-99.6958,3635,7
2926,Iowa,41.029,-94.6992,3633,0
2927,Missouri,40.4223,-93.5686,3623,0
2928,Kansas,39.7852,-98.7855,3594,9
2929,Nebraska,41.1977,-103.7149,3576,10
2930,Colorado,37.3192,-102.5604,3570,10
2931,Texas,33.6165,-99.2135,3560,7
2932,New Mexico,33.9153,-108.4047,3547,10
2933,Nebraska,41.3973,-97.9922,3525,9
2934,Nebraska,40.1764,-98.5,3497,9
2935,Kansas,39.3503,-98.768,3494,9
2936,South Dakota,43.195,-101.664,3430,9
2937,Texas,29.8317,-99.8222,3429,7
2938,South Dakota,43.6748,-97.7873,3423,9
2939,Texas,30.723,-101.4121,3393,7
2940,Alaska,55.3665,-161.9813,3389,4
2941,Montana,48.7212,-104.5047,3389,9
2942,Nebraska,40.1765,-99.4046,3380,9
2943,Montana,46.4045,-113.4404,3325,5
2944,Texas,34.9654,-100.814,3317,7
2945,Texas,36.2777,-100.2731,3301,10
2946,Texas,31.8886,-100.5299,3298,7
2947,South Dakota,43.6942,-101.6281,3296,9
2948,Texas,32.736,-99.3541,3291,7
2949,Minnesota,45.7722,-96.4716,3282,9
2950,Kansas,37.15,-96.2454,3280,7
2951,Alaska,57.1195,-132.9344,3278,4
2952,North Dakota,46.2851,-100.2387,3262,9
2953,North Dakota,47.4571,-98.883,3231,9
2954,Kansas,37.8867,-95.7401,3117,0
2955,North Dakota,46.1126,-103.5206,3091,9
2956,Georgia,31.3261,-84.4447,3090,1
2957,South Dakota,44.5478,-99.0049,3064,9
2958,South Dakota,44.4123,-100.7359,3058,9
2959,Texas,36.2777,-101.8935,3046,10
2960,Texas,34.5308,-100.6811,3025,7
2961,Texas,31.3265,-99.864,3018,7
2962,Nebraska,41.2206,-98.9762,3015,9
2963,Kansas,39.0453,-98.2077,3013,9
2964,South Dakota,45.4905,-102.4757,2996,9
2965,Georgia,33.2293,-82.6107,2984,1
2966,Montana,46.334,-104.4174,2975,9
2967,Nebraska,40.1763,-98.9528,2970,9
2968,Kansas,38.5232,-99.3092,2953,9
2969,Texas,34.9649,-100.27,2939,7
2970,Georgia,31.6263,-84.9801,2931,1
2971,South Dakota,43.3869,-98.3661,2913,9
2972,California,39.5804,-120.5161,2898,2
2973,Texas,30.8975,-100.5385,2898,7
2974,Alaska,61.8834,-143.968,2894,4
2975,Nebraska,40.8509,-101.6496,2889,9
2976,Nebraska,42.43,-99.9295,2887,9
2977,North Dakota,47.9217,-98.192,2864,9
2978,Texas,33.6042,-102.8285,2860,10
2979,Kansas,39.7847,-98.2183,2854,9
2980,Kansas,38.4794,-99.9162,2838,10
2981,Kansas,39.7847,-100.4599,2826,9
2982,Kansas,37.8876,-99.3122,2822,10
2983,Kansas,38.9143,-99.8728,2802,9
2984,Kansas,38.9173,-101.1484,2789,10
2985,Nebraska,40.1763,-101.0423,2788,9
2986,South Dakota,44.9804,-101.6658,2767,9
2987,South Dakota,43.718,-98.5616,2757,9
2988,Utah,38.3243,-110.9039,2698,5
2989,Oklahoma,34.7441,-99.8463,2663,7
2990,Kansas,37.1914,-101.7992,2656,10
2991,Kansas,38.9161,-100.483,2650,10
2992,Nebraska,40.1315,-96.2371,2640,0
2993,Kansas,39.7858,-101.7312,2639,10
2994,Nebraska,40.5301,-100.3942,2636,9
2995,Kansas,38.302,-96.5939,2604,7
2996,Idaho,43.7229,-113.1721,2603,5
2997,Georgia,32.0468,-84.5511,2587,1
2998,Kansas,37.9991,-101.7912,2552,10
2999,Alaska,59.1199,-135.5,2547,4
3000,North Dakota,46.1118,-99.4412,2535,9
3001,Kansas,39.3503,-100.4418,2515,9
3002,Alaska,56.3317,-132.0223,2510,4
3003,North Dakota,46.4325,-102.4603,2510,9
3004,Alaska,63.6714,-150.0118,2502,4
3005,Kansas,37.4537,-96.2441,2502,7
3006,Kansas,39.7852,-101.0757,2490,9
3007,Kansas,37.5582,-99.2861,2483,7
3008,North Dakota,46.9801,-99.7801,2468,9
3009,Kansas,39.3497,-99.8832,2464,9
3010,Montana,48.5617,-111.0246,2455,5
3011,Utah,41.6323,-111.2445,2415,5
3012,North Dakota,48.719,-101.6578,2387,9
3013,Wyoming,43.0565,-104.4754,2377,9
3014,South Dakota,44.0234,-98.0914,2372,9
3015,Nebraska,41.5674,-98.5212,2361,9
3016,North Dakota,46.3583,-101.6397,2318,9
3017,South Dakota,45.7664,-99.2214,2316,9
3018,South Dakota,45.071,-99.1453,2315,9
3019,North Dakota,47.4573,-98.237,2314,9
3020,South Dakota,45.0645,-99.9573,2311,9
3021,Colorado,40.8759,-102.3518,2306,9
3022,Georgia,31.8673,-85.0188,2290,1
3023,North Dakota,48.8149,-103.4872,2289,9
3024,North Dakota,46.0968,-102.5285,2271,9
3025,North Dakota,47.7176,-98.9016,2262,9
3026,Washington,46.4316,-117.5452,2258,2
3027,Texas,30.7154,-104.14,2245,10
3028,South Dakota,44.022,-97.6102,2213,9
3029,Virginia,38.3623,-79.5685,2202,3
3030,North Dakota,48.6855,-99.2458,2191,9
3031,Texas,31.447,-104.5173,2183,10
3032,Texas,33.6166,-100.7789,2182,7
3033,Oklahoma,36.7483,-102.5177,2159,10
3034,North Dakota,48.791,-102.5182,2142,9
3035,Kentucky,38.5188,-84.052,2139,6
3036,Montana,46.4663,-109.8445,2138,5
3037,Alaska,58.2884,-135.643,2135,4
3038,Kansas,38.4821,-101.3474,2112,10
3039,Texas,35.405,-102.6029,2110,10
3040,Texas,30.8898,-99.8206,2108,7
3041,Michigan,47.628,-88.4346,2102,0
3042,Nebraska,41.9144,-98.9914,2081,9
3043,South Dakota,43.5813,-100.76,2065,9
3044,Kansas,37.563,-101.7842,2030,10
3045,South Dakota,44.0663,-98.6296,2009,9
3046,Kansas,37.2355,-99.8203,2006,10
3047,South Dakota,44.0763,-99.2049,2005,9
3048,Missouri,40.4791,-94.4221,2001,0
3049,Nebraska,40.5148,-99.8307,2001,9
3050,Colorado,38.8279,-102.6035,1999,10
3051,New Mexico,34.3425,-104.412,1995,10
3052,Montana,47.0455,-110.266,1968,5
3053,North Dakota,47.1153,-101.3403,1962,9
3054,Texas,34.9649,-101.3574,1950,10
3055,Texas,29.9827,-100.3047,1944,7
3056,South Dakota,44.2944,-101.54,1935,9
3057,Nebraska,40.1762,-101.688,1928,9
3058,Nebraska,41.6194,-102.3354,1916,9
3059,Colorado,37.7517,-108.5174,1896,10
3060,Oregon,45.3782,-120.2108,1896,2
3061,Nebraska,42.8997,-98.7665,1882,9
3062,Kansas,38.0875,-99.8979,1872,10
3063,Utah,38.3367,-112.1273,1870,5
3064,Nevada,39.9839,-116.2686,1839,2
3065,Montana,47.6452,-105.7954,1826,5
3066,North Dakota,47.4562,-97.7246,1817,9
3067,North Dakota,46.9402,-103.8466,1796,9
3068,Montana,46.5982,-110.8857,1795,5
3069,Nebraska,41.1116,-102.3339,1770,9
3070,Kansas,37.1913,-99.2718,1759,7
3071,North Dakota,46.4573,-99.4774,1743,9
3072,Montana,48.7838,-105.5485,1705,5
3073,Oregon,45.4052,-120.6894,1686,2
3074,Montana,45.395,-105.6302,1634,5
3075,Texas,34.0777,-100.2788,1624,7
3076,Georgia,33.5661,-82.8788,1596,1
3077,Kansas,38.9167,-101.7636,1583,10
3078,Texas,31.3039,-100.9824,1553,7
3079,Kansas,38.4813,-100.4664,1523,10
3080,Texas,33.1775,-99.2124,1500,7
3081,Colorado,38.4327,-102.7403,1463,10
3082,South Dakota,45.7712,-100.0516,1458,9
3083,Texas,31.8694,-101.5208,1447,7
3084,South Dakota,44.5473,-99.4871,1446,9
3085,Nebraska,42.4213,-99.4499,1430,9
3086,Oregon,44.7261,-120.0276,1417,2
3087,Texas,33.1791,-100.2533,1412,7
3088,Texas,34.0741,-100.7798,1362,7
3089,Texas,34.5303,-101.2086,1348,10
3090,Colorado,40.6664,-106.3428,1316,10
3091,Montana,45.5168,-104.5362,1305,9
3092,Alaska,59.563,-135.3363,1300,4
3093,Nebraska,42.4877,-103.7589,1298,9
3094,North Dakota,47.5755,-100.3456,1289,9
3095,South Dakota,44.7156,-100.1322,1278,9
3096,Texas,31.8279,-101.05,1274,7
3097,Mississippi,32.7414,-90.9892,1223,11
3098,Texas,33.9746,-99.778,1207,7
3099,South Dakota,45.5803,-103.4958,1178,9
3100,Montana,46.8605,-105.378,1162,5
3101,California,38.5972,-119.8207,1159,2
3102,Kansas,38.4805,-101.806,1156,10
3103,Alaska,58.6547,-156.1892,1156,4
3104,Idaho,43.4633,-114.8058,1069,5
3105,Montana,47.2776,-106.9929,1051,5
3106,Montana,46.9653,-104.249,1037,9
3107,Nevada,37.7847,-117.6323,1030,2
3108,Texas,30.225,-102.0765,903,7
3109,Nebraska,41.5666,-100.4827,896,9
3110,Nebraska,40.5248,-101.0619,889,9
3111,North Dakota,47.0236,-103.3763,886,9
3112,Idaho,44.2839,-112.3512,885,5
3113,Nebraska,42.8789,-99.7124,875,9
3114,South Dakota,43.9606,-100.6897,873,9
3115,Colorado,37.6689,-106.9241,853,10
3116,Montana,46.3812,-109.1751,814,5
3117,North Dakota,46.4472,-103.4599,788,9
3118,Texas,35.8385,-100.8134,784,10
3119,Colorado,37.8215,-107.3003,781,10
3120,Nebraska,41.9161,-101.1353,741,9
3121,Alaska,58.7439,-156.7,739,4
3122,Texas,28.3527,-98.5678,724,7
3123,Texas,33.1814,-100.7776,704,7
3124,Nebraska,41.915,-101.7405,691,9
3125,Nebraska,41.9138,-99.4544,690,9
3126,Nebraska,41.9148,-98.5282,689,9
3127,Texas,32.7437,-101.4318,653,7
3128,Colorado,37.764,-107.6762,646,10
3129,Nebraska,41.546,-103.7105,645,9
3130,Montana,46.2115,-107.2716,614,5
3131,Alaska,59.8889,-140.3577,597,4
3132,Utah,40.8873,-109.5076,590,5
3133,Nebraska,41.9136,-100.5558,586,9
3134,Nebraska,41.9128,-99.9768,467,9
3135,Montana,47.1176,-108.2502,464,5
3136,Nebraska,41.5689,-101.6958,439,9
3137,Hawaii,21.1709,-156.9475,436,8
3138,New Mexico,35.8579,-103.8202,432,10
3139,Nebraska,41.5682,-101.0604,420,9
3140,Texas,26.9285,-97.7017,391,7
3141,Texas,33.6165,-100.2558,279,7
3142,Texas,31.8493,-103.58,117,10
